,current_time,actual_consumption,actual_pv,price_buy,price_sell,grid_energy,current_charge,money_spent,money_no_batt
180, 2014-08-30 18:30:00+0300,56.1604,109.6494,0.049,0.031,-53.489,300.0,260.6416,258.2749
181, 2014-08-30 18:45:00+0300,51.4321,104.2611,0.049,0.031,-52.829,300.0,259.0039,256.6372
182, 2014-08-30 19:00:00+0300,54.4384,97.9243,0.049,0.031,-43.486,300.0,257.6558,255.2891
183, 2014-08-30 19:15:00+0300,56.7895,90.3256,0.049,0.031,-33.5361,300.0,256.6162,254.2495
184, 2014-08-30 19:30:00+0300,54.6458,81.3832,0.049,0.031,-26.7374,300.0,255.7874,253.4207
185, 2014-08-30 19:45:00+0300,52.8587,72.2054,0.049,0.031,-19.3467,299.9999,255.1876,252.8209
186, 2014-08-30 20:00:00+0300,53.0501,61.2288,0.049,0.031,-8.1787,299.9995,254.9341,252.5674
187, 2014-08-30 20:15:00+0300,53.6435,32.4222,0.049,0.031,15.0034,280.515,255.0669,253.6072
188, 2014-08-30 20:30:00+0300,54.8683,10.0184,0.049,0.031,27.0881,260.7782,256.3458,255.8049
189, 2014-08-30 20:45:00+0300,55.8783,3.5905,0.049,0.031,33.5407,241.0413,257.9891,258.367
190, 2014-08-30 21:00:00+0300,50.9077,0.9167,0.049,0.031,31.2413,221.3045,259.52,260.8165
191, 2014-08-30 21:15:00+0300,53.1879,0.0,0.049,0.031,34.4379,201.5676,261.2074,263.4227
192, 2014-08-30 21:30:00+0300,59.5586,0.0,0.049,0.031,40.8086,181.8308,263.207,266.3411
193, 2014-08-30 21:45:00+0300,41.1092,0.0,0.049,0.031,22.3592,162.094,264.3026,268.3554
194, 2014-08-30 22:00:00+0300,53.5213,0.0,0.049,0.031,34.7726,142.3571,266.0064,270.978
195, 2014-08-30 22:15:00+0300,53.0112,0.0,0.049,0.031,34.2612,122.6203,267.6852,273.5755
196, 2014-08-30 22:30:00+0300,55.1504,0.0,0.049,0.031,36.4004,102.8834,269.4688,276.2779
197, 2014-08-30 22:45:00+0300,52.0254,0.0,0.049,0.031,33.2754,83.1466,271.0993,278.8272
198, 2014-08-30 23:00:00+0300,55.217,0.0,0.049,0.031,36.4685,63.4098,272.8862,281.5328
199, 2014-08-30 23:15:00+0300,49.5036,0.0,0.049,0.031,30.7536,43.673,274.3932,283.9585
200, 2014-08-30 23:30:00+0300,53.2799,0.0,0.049,0.031,34.5299,23.9361,276.0851,286.5692
201, 2014-08-30 23:45:00+0300,54.5091,0.0,0.049,0.031,35.7591,4.1993,277.8373,289.2401
202, 2014-08-31 00:00:00+0300,53.345,0.0,0.049,0.031,36.0689,0.0,280.2558,291.854
203, 2014-08-31 00:15:00+0300,54.7006,0.0,0.049,0.031,54.7006,0.0,282.9361,294.5344
204, 2014-08-31 00:30:00+0300,54.3841,0.0,0.049,0.031,54.3841,0.0,285.6009,297.1992
205, 2014-08-31 00:45:00+0300,54.9818,0.0,0.049,0.031,54.9818,0.0,288.295,299.8933
206, 2014-08-31 01:00:00+0300,52.9762,0.0,0.031,0.031,52.9762,14.692,290.4167,301.5356
207, 2014-08-31 01:15:00+0300,53.77,0.0,0.031,0.031,53.77,28.9103,292.5475,303.2024
208, 2014-08-31 01:30:00+0300,54.5176,0.0,0.031,0.031,54.5176,45.6343,294.7833,304.8925
209, 2014-08-31 01:45:00+0300,55.1482,0.0,0.031,0.031,55.1482,63.4316,297.0737,306.6021
210, 2014-08-31 02:00:00+0300,51.8002,0.0,0.031,0.031,51.8002,81.2394,299.2606,308.2079
211, 2014-08-31 02:15:00+0300,52.5024,0.0,0.031,0.031,52.5024,98.5407,301.4527,309.8355
212, 2014-08-31 02:30:00+0300,55.4639,0.0,0.031,0.031,55.4639,116.3532,303.7533,311.5548
213, 2014-08-31 02:45:00+0300,50.2552,0.0,0.031,0.031,50.2552,134.1657,305.8925,313.1127
214, 2014-08-31 03:00:00+0300,53.9055,0.0,0.031,0.031,53.9055,151.9781,308.1448,314.7838
215, 2014-08-31 03:15:00+0300,55.8829,0.0,0.031,0.031,55.8829,169.7906,310.4584,316.5162
216, 2014-08-31 03:30:00+0300,53.8526,0.0,0.031,0.031,53.8526,187.6031,312.7091,318.1856
217, 2014-08-31 03:45:00+0300,54.9145,0.0,0.031,0.031,54.9145,205.4156,314.9927,319.888
218, 2014-08-31 04:00:00+0300,52.5323,0.0,0.031,0.031,52.5328,223.2281,317.2025,321.5165
219, 2014-08-31 04:15:00+0300,52.5114,0.0,0.031,0.031,59.7127,241.0406,319.4116,323.1443
220, 2014-08-31 04:30:00+0300,55.6686,0.0,0.031,0.031,66.7326,258.8531,321.7185,324.87
221, 2014-08-31 04:45:00+0300,53.3607,0.0,0.031,0.031,70.5226,276.6656,323.954,326.5242
222, 2014-08-31 05:00:00+0300,53.2845,0.0,0.031,0.031,69.5826,294.4781,326.187,328.176
223, 2014-08-31 05:15:00+0300,52.6216,0.0,0.031,0.031,71.3694,300.0,327.9985,329.8073
224, 2014-08-31 05:30:00+0300,55.8236,0.0,0.031,0.031,74.5736,300.0,329.729,331.5378
225, 2014-08-31 05:45:00+0300,48.6387,0.0,0.031,0.031,67.3887,300.0,331.2368,333.0456
226, 2014-08-31 06:00:00+0300,56.788,0.0,0.031,0.031,75.538,300.0,332.9973,334.8061
227, 2014-08-31 06:15:00+0300,50.4166,0.0,0.031,0.031,69.1666,300.0,334.5602,336.369
228, 2014-08-31 06:30:00+0300,54.807,0.0,0.031,0.031,73.557,300.0,336.2592,338.068
229, 2014-08-31 06:45:00+0300,51.0452,0.0,0.031,0.031,69.7952,300.0,337.8416,339.6504
230, 2014-08-31 07:00:00+0300,55.4666,0.0,0.031,0.031,74.2166,300.0,339.5611,341.3699
231, 2014-08-31 07:15:00+0300,52.397,0.0,0.031,0.031,71.147,300.0,341.1854,342.9942
232, 2014-08-31 07:30:00+0300,53.0851,0.0,0.031,0.031,71.8351,300.0,342.831,344.6398
233, 2014-08-31 07:45:00+0300,63.2365,0.5789,0.031,0.031,81.4076,300.0,344.7734,346.5822
234, 2014-08-31 08:00:00+0300,50.7241,3.2188,0.031,0.031,66.2553,300.0,346.2461,348.0549
235, 2014-08-31 08:15:00+0300,52.0723,7.5262,0.031,0.031,63.2961,300.0,347.627,349.4358
236, 2014-08-31 08:30:00+0300,56.409,10.4865,0.031,0.031,64.6725,299.9999,349.0506,350.8594
237, 2014-08-31 08:45:00+0300,49.0916,14.1453,0.031,0.031,36.5122,300.0,350.1339,351.9427
238, 2014-08-31 09:00:00+0300,53.1498,16.4598,0.049,0.031,36.69,280.2631,351.013,353.7405
239, 2014-08-31 09:15:00+0300,51.4547,19.3636,0.049,0.031,32.0912,260.5263,351.6667,355.313
240, 2014-08-31 09:30:00+0300,54.3783,23.1522,0.049,0.031,31.2261,240.7894,352.278,356.8431
241, 2014-08-31 09:45:00+0300,50.5619,0.0854,0.049,0.031,50.4765,221.0526,353.8326,359.3164
242, 2014-08-31 10:00:00+0300,52.1558,9.1605,0.049,0.031,24.2573,201.3158,355.0206,361.4232
243, 2014-08-31 10:15:00+0300,57.2363,15.4275,0.049,0.031,60.5583,181.5789,356.1505,363.4718
244, 2014-08-31 10:30:00+0300,52.5229,15.2762,0.049,0.031,39.2589,161.8421,357.0569,365.2969
245, 2014-08-31 10:45:00+0300,53.8592,13.2049,0.049,0.031,40.6481,142.1053,358.1302,367.289
246, 2014-08-31 11:00:00+0300,53.5782,12.1413,0.049,0.031,22.6869,122.3684,359.2418,369.3194
247, 2014-08-31 11:15:00+0300,55.8476,18.4177,0.049,0.031,18.68,102.6316,360.1571,371.1535
248, 2014-08-31 11:30:00+0300,54.3669,25.075,0.049,0.031,10.5455,82.8947,360.6737,372.5888
